CaseID,Activity,Timestamp,Resource,IT-Support,Estimate
204,Frontline Resolution,2020-06-04 21:18:58+02:00,Luis,Julie,
204,Close,2020-06-10 18:48:49+02:00,Luis,Julie,
205,Register,2020-06-04 21:23:53+02:00,Mary,Julie,11.0
205,Frontline Resolution,2020-06-05 00:22:13+02:00,Luis,Julie,
205,Close,2020-06-05 09:24:58+02:00,Luis,Julie,
206,Register,2020-06-17 09:33:03+02:00,Mary,Julie,432.0
206,Investigate,2020-06-22 18:48:49+02:00,Liam,Amy,449.0
206,Follow Up,2020-06-23 08:48:33+02:00,Amy,Amy,
206,Investigate,2020-07-02 11:36:34+02:00,Liam,Amy,321.0
206,Fill Report,2020-07-03 01:23:03+02:00,Samuel,Amy,
206,Send Answer,2020-07-03 03:22:33+02:00,Samuel,Amy,
206,Close,2020-07-03 05:45:09+02:00,Samuel,Amy,
207,Register,2020-06-17 10:26:40+02:00,Liam,Julie,385.0
207,Investigate,2020-06-22 20:11:07+02:00,Mary,Amy,400.0
207,Follow Up,2020-06-23 10:51:43+02:00,Amy,Amy,
207,Investigate,2020-07-02 22:03:36+02:00,David,Amy,286.0
207,Fill Report,2020-07-03 06:24:08+02:00,Nathan,Amy,
207,Send Answer,2020-07-03 08:25:52+02:00,Luis,Amy,
207,Close,2020-07-03 11:50:14+02:00,Luis,Amy,
208,Register,2020-06-17 10:32:59+02:00,Mary,Julie,158.0
208,Investigate,2020-06-22 23:46:16+02:00,Liam,Amy,163.0
208,Fill Report,2020-06-23 09:08:32+02:00,Samuel,Amy,
208,Send Answer,2020-06-23 11:08:59+02:00,Nathan,Amy,
208,Close,2020-06-23 14:58:02+02:00,Nathan,Amy,
209,Register,2020-06-17 11:32:05+02:00,Liam,Julie,150.0
209,Investigate,2020-06-23 01:53:09+02:00,David,Amy,149.0
209,Send Answer,2020-06-23 13:11:29+02:00,Emma,Amy,
209,Fill Report,2020-06-23 16:13:22+02:00,Luis,Amy,
209,Close,2020-06-23 21:50:23+02:00,Luis,Amy,
21,Register,2020-06-02 22:39:50+02:00,Liam,Julie,65.0
21,Investigate,2020-06-03 17:46:33+02:00,Liam,Julie,70.0
21,Fill Report,2020-06-03 20:44:22+02:00,Nathan,Julie,
21,Send Answer,2020-06-03 22:45:15+02:00,Jane,Julie,
21,Close,2020-06-05 20:01:30+02:00,Jane,Julie,
210,Register,2020-06-04 23:18:06+02:00,Liam,Julie,110.0
210,Frontline Resolution,2020-06-05 02:19:13+02:00,Jane,Julie,
210,Close,2020-06-10 01:00:10+02:00,Jane,Julie,
211,Register,2020-06-17 12:18:06+02:00,Mary,Julie,154.0
211,Investigate,2020-06-23 02:52:42+02:00,David,Amy,152.0
211,Fill Report,2020-06-23 19:12:40+02:00,Nathan,Amy,
211,Send Answer,2020-06-23 21:12:58+02:00,Emma,Amy,
211,Close,2020-06-24 03:02:13+02:00,Emma,Amy,
212,Register,2020-06-17 17:26:42+02:00,Mary,Julie,738.0
212,Investigate,2020-06-23 07:57:58+02:00,Mary,Amy,737.0
212,Follow Up,2020-06-23 23:17:01+02:00,Julie,Amy,
212,Investigate,2020-07-03 14:40:20+02:00,David,Amy,528.0
212,Follow Up,2020-07-04 04:40:33+02:00,Amy,Amy,
212,Investigate,2020-07-18 13:34:33+02:00,Mary,Amy,378.0
212,Fill Report,2020-07-18 23:42:14+02:00,Emma,Amy,
212,Send Answer,2020-07-19 01:41:50+02:00,Samuel,Amy,
212,Close,2020-07-19 04:47:27+02:00,Samuel,Amy,
213,Register,2020-06-05 04:21:30+02:00,Mary,Julie,20.0
213,Frontline Resolution,2020-06-05 07:22:53+02:00,Samuel,Julie,
213,Close,2020-06-06 02:24:52+02:00,Samuel,Julie,
214,Register,2020-06-17 18:15:55+02:00,Mary,Julie,144.0
214,Investigate,2020-06-23 08:14:20+02:00,David,Amy,155.0
214,Fill Report,2020-06-24 00:13:28+02:00,Samuel,Amy,
214,Send Answer,2020-06-24 02:14:46+02:00,Emma,Amy,
214,Close,2020-06-24 04:15:23+02:00,Emma,Amy,
215,Register,2020-06-17 19:16:40+02:00,Mary,Julie,468.0
215,Investigate,2020-06-23 13:57:54+02:00,Mary,Amy,468.0
215,Follow Up,2020-06-24 03:58:16+02:00,Eric,Amy,
215,Investigate,2020-07-03 21:39:42+02:00,David,Amy,335.0
215,Fill Report,2020-07-04 00:41:33+02:00,Emma,Amy,
215,Send Answer,2020-07-04 02:42:14+02:00,Luis,Amy,
215,Close,2020-07-04 04:52:25+02:00,Luis,Amy,
216,Register,2020-06-17 20:15:20+02:00,Mary,Julie,1370.0
216,Investigate,2020-06-23 14:12:53+02:00,Liam,Amy,1286.0
216,Follow Up,2020-06-24 09:58:07+02:00,Julie,Amy,
216,Investigate,2020-07-04 02:41:33+02:00,David,Amy,921.0
216,Follow Up,2020-07-04 16:42:21+02:00,Eric,Amy,
216,Investigate,2020-07-19 00:37:35+02:00,Mary,Amy,660.0
216,Follow Up,2020-07-19 17:38:30+02:00,Eric,Amy,
216,Investigate,2020-07-31 21:29:34+02:00,David,Julie,473.0
216,Follow Up,2020-08-01 14:47:27+02:00,Eric,Julie,
216,Investigate,2020-08-08 21:43:58+02:00,Liam,Eric,338.0
216,Fill Report,2020-08-09 08:51:27+02:00,Nathan,Eric,
216,Send Answer,2020-08-09 10:52:24+02:00,Luis,Eric,
216,Close,2020-08-09 13:02:22+02:00,Luis,Eric,
217,Register,2020-06-17 21:16:55+02:00,Mary,Julie,368.0
217,Investigate,2020-06-23 14:58:48+02:00,David,Amy,366.0
217,Follow Up,2020-06-24 06:46:11+02:00,Amy,Amy,
217,Investigate,2020-07-04 02:15:39+02:00,David,Amy,262.0
217,Fill Report,2020-07-04 12:36:21+02:00,Jane,Amy,
217,Send Answer,2020-07-04 14:36:47+02:00,Emma,Amy,
217,Close,2020-07-04 17:15:39+02:00,Emma,Amy,
218,Register,2020-06-17 22:28:30+02:00,Mary,Julie,430.0
218,Investigate,2020-06-23 20:49:42+02:00,Liam,Amy,422.0
218,Follow Up,2020-06-24 12:45:57+02:00,Julie,Amy,
218,Investigate,2020-07-04 14:46:41+02:00,David,Amy,302.0
218,Fill Report,2020-07-04 22:39:15+02:00,Emma,Amy,
218,Send Answer,2020-07-05 00:39:32+02:00,Luis,Amy,
218,Close,2020-07-05 05:26:45+02:00,Luis,Amy,
219,Register,2020-06-17 23:33:39+02:00,Mary,Julie,827.0
219,Investigate,2020-06-23 21:01:09+02:00,Liam,Amy,793.0
219,Follow Up,2020-06-24 11:17:46+02:00,Eric,Amy,
219,Investigate,2020-07-04 10:23:06+02:00,David,Amy,568.0
219,Follow Up,2020-07-05 01:26:04+02:00,Julie,Amy,
219,Investigate,2020-07-19 16:41:23+02:00,David,Amy,407.0
219,Send Answer,2020-07-19 18:40:34+02:00,Nathan,Amy,
219,Fill Report,2020-07-19 21:40:39+02:00,Jane,Amy,
219,Close,2020-07-19 23:41:17+02:00,Jane,Amy,
22,Register,2020-06-02 23:40:43+02:00,Mary,Julie,38.0
22,Investigate,2020-06-03 21:10:29+02:00,David,Julie,35.0
22,Fill Report,2020-06-04 03:19:03+02:00,Luis,Julie,
22,Send Answer,2020-06-04 05:20:28+02:00,Jane,Julie,
22,Close,2020-06-04 20:21:27+02:00,Jane,Julie,
220,Register,2020-06-18 00:29:37+02:00,Mary,Julie,454.0
220,Investigate,2020-06-23 22:01:38+02:00,David,Amy,432.0
220,Follow Up,2020-06-24 15:58:33+02:00,Amy,Amy,
220,Investigate,2020-07-04 16:57:26+02:00,David,Amy,309.0
220,Fill Report,2020-07-05 03:42:59+02:00,Samuel,Amy,
220,Send Answer,2020-07-05 05:43:24+02:00,Nathan,Amy,
220,Close,2020-07-05 10:21:22+02:00,Nathan,Amy,
221,Register,2020-06-05 07:24:54+02:00,Liam,Julie,36.0
221,Frontline Resolution,2020-06-05 10:24:54+02:00,Nathan,Julie,
221,Close,2020-06-07 00:40:34+02:00,Nathan,Julie,
222,Register,2020-06-18 01:30:17+02:00,Mary,Julie,142.0
222,Investigate,2020-06-24 02:15:45+02:00,David,Amy,134.0
222,Send Answer,2020-06-24 09:19:28+02:00,Samuel,Amy,
222,Fill Report,2020-06-24 12:23:20+02:00,Jane,Amy,
222,Close,2020-06-24 16:09:06+02:00,Jane,Amy,
223,Register,2020-06-18 01:37:40+02:00,Liam,Julie,1136.0
223,Investigate,2020-06-24 03:03:04+02:00,David,Amy,1233.0
223,Follow Up,2020-06-24 17:18:53+02:00,Eric,Amy,
223,Investigate,2020-07-04 22:55:04+02:00,Mary,Amy,883.0
223,Follow Up,2020-07-05 12:57:14+02:00,Amy,Amy,
223,Investigate,2020-07-20 06:51:27+02:00,David,Amy,632.0
223,Follow Up,2020-07-20 20:51:37+02:00,Eric,Amy,
223,Investigate,2020-08-01 15:38:23+02:00,David,Julie,452.0
223,Fill Report,2020-08-02 00:52:09+02:00,Nathan,Julie,
223,Send Answer,2020-08-02 02:52:12+02:00,Emma,Julie,
223,Close,2020-08-02 08:04:31+02:00,Emma,Julie,
224,Register,2020-06-18 03:18:45+02:00,Mary,Julie,762.0
224,Investigate,2020-06-24 03:50:25+02:00,Mary,Amy,803.0
224,Follow Up,2020-06-24 18:46:51+02:00,Julie,Amy,
224,Investigate,2020-07-05 04:27:33+02:00,David,Amy,575.0
224,Follow Up,2020-07-05 18:27:45+02:00,Julie,Amy,
224,Investigate,2020-07-20 22:45:09+02:00,David,Amy,412.0
224,Send Answer,2020-07-21 06:00:24+02:00,Luis,Amy,
224,Fill Report,2020-07-21 08:59:35+02:00,Luis,Amy,
224,Close,2020-07-21 11:42:58+02:00,Luis,Amy,
225,Register,2020-06-05 08:00:06+02:00,David,Julie,24.0
225,Frontline Resolution,2020-06-05 10:58:32+02:00,Luis,Julie,
225,Close,2020-06-06 08:33:29+02:00,Luis,Julie,
226,Register,2020-06-18 04:29:01+02:00,David,Julie,143.0
226,Investigate,2020-06-24 08:04:29+02:00,Liam,Amy,139.0
226,Fill Report,2020-06-24 15:24:27+02:00,Luis,Amy,
226,Send Answer,2020-06-24 17:24:24+02:00,Samuel,Amy,
226,Close,2020-06-24 20:54:02+02:00,Samuel,Amy,
227,Register,2020-06-18 05:28:46+02:00,Mary,Julie,1349.0
227,Investigate,2020-06-24 08:05:43+02:00,Liam,Amy,1395.0
227,Follow Up,2020-06-24 22:06:24+02:00,Amy,Amy,
227,Investigate,2020-07-05 09:52:15+02:00,Mary,Amy,999.0
227,Follow Up,2020-07-06 00:28:26+02:00,Amy,Eric,
227,Investigate,2020-07-21 12:04:20+02:00,David,Amy,715.0
227,Follow Up,2020-07-22 03:02:49+02:00,Eric,Amy,
227,Investigate,2020-08-02 07:46:20+02:00,Mary,Julie,512.0
227,Follow Up,2020-08-03 01:32:14+02:00,Julie,Eric,
227,Investigate,2020-08-09 18:45:13+02:00,Liam,Eric,366.0
227,Fill Report,2020-08-10 15:03:14+02:00,Samuel,Eric,
227,Send Answer,2020-08-10 17:03:14+02:00,Nathan,Eric,
227,Close,2020-08-10 18:10:45+02:00,Nathan,Eric,
228,Register,2020-06-18 08:39:17+02:00,Mary,Julie,151.0
228,Investigate,2020-06-24 15:07:48+02:00,David,Amy,148.0
228,Fill Report,2020-06-25 01:28:37+02:00,Jane,Amy,
228,Send Answer,2020-06-25 03:30:06+02:00,Samuel,Amy,
228,Close,2020-06-25 06:11:08+02:00,Samuel,Amy,
229,Register,2020-06-18 09:19:04+02:00,David,Julie,435.0
229,Investigate,2020-06-24 15:09:19+02:00,Mary,Amy,436.0
229,Follow Up,2020-06-25 05:10:10+02:00,Julie,Amy,
229,Investigate,2020-07-06 00:55:31+02:00,Liam,Eric,312.0
229,Fill Report,2020-07-06 09:55:04+02:00,Samuel,Eric,
229,Send Answer,2020-07-06 11:53:18+02:00,Emma,Eric,
229,Close,2020-07-06 14:32:59+02:00,Emma,Eric,
23,Register,2020-06-03 02:11:34+02:00,Liam,Julie,63.0
23,Investigate,2020-06-03 21:14:15+02:00,David,Julie,63.0
23,Fill Report,2020-06-04 08:22:31+02:00,Nathan,Julie,
23,Send Answer,2020-06-04 10:23:12+02:00,Samuel,Julie,
23,Close,2020-06-05 16:28:04+02:00,Samuel,Julie,
230,Register,2020-06-18 14:39:40+02:00,Mary,Julie,371.0
230,Investigate,2020-06-24 21:15:31+02:00,Mary,Amy,348.0
230,Follow Up,2020-06-25 11:16:39+02:00,Amy,Amy,
230,Investigate,2020-07-06 09:30:25+02:00,Liam,Eric,249.0
230,Send Answer,2020-07-06 18:53:56+02:00,Jane,Eric,
230,Fill Report,2020-07-06 21:54:19+02:00,Emma,Eric,
230,Close,2020-07-07 10:33:05+02:00,Emma,Eric,
231,Register,2020-06-05 16:25:32+02:00,Liam,Julie,35.0
231,Frontline Resolution,2020-06-05 19:27:09+02:00,Emma,Julie,
231,Close,2020-06-06 23:38:43+02:00,Emma,Julie,
232,Register,2020-06-18 15:39:45+02:00,Mary,Julie,971.0
232,Investigate,2020-06-25 00:08:59+02:00,Mary,Amy,1005.0
232,Follow Up,2020-06-25 14:08:20+02:00,Eric,Amy,
232,Investigate,2020-07-06 15:56:05+02:00,Mary,Eric,720.0
232,Follow Up,2020-07-07 05:56:06+02:00,Julie,Eric,
232,Investigate,2020-07-23 10:46:39+02:00,David,Amy,516.0
232,Follow Up,2020-07-24 01:12:19+02:00,Eric,Amy,
232,Investigate,2020-08-03 10:08:01+02:00,Liam,Eric,369.0
232,Fill Report,2020-08-03 13:05:20+02:00,Emma,Eric,
232,Send Answer,2020-08-03 15:05:12+02:00,Emma,Eric,
232,Close,2020-08-03 16:45:53+02:00,Emma,Eric,
233,Register,2020-06-18 21:24:18+02:00,Mary,Julie,166.0
233,Investigate,2020-06-25 03:15:32+02:00,Liam,Amy,181.0
233,Fill Report,2020-06-25 16:34:14+02:00,Samuel,Amy,
233,Send Answer,2020-06-25 18:35:06+02:00,Samuel,Amy,
233,Close,2020-06-25 20:12:12+02:00,Samuel,Amy,
234,Register,2020-06-18 21:40:09+02:00,Mary,Julie,205.0
234,Investigate,2020-06-25 07:10:38+02:00,Liam,Amy,190.0
234,Fill Report,2020-06-26 02:39:48+02:00,Nathan,Amy,
234,Send Answer,2020-06-26 04:39:55+02:00,Jane,Amy,
234,Close,2020-06-26 05:51:23+02:00,Jane,Amy,
235,Register,2020-06-18 22:40:13+02:00,David,Julie,145.0
235,Investigate,2020-06-25 08:14:34+02:00,David,Amy,148.0
235,Send Answer,2020-06-25 10:15:30+02:00,Luis,Amy,
235,Fill Report,2020-06-25 13:14:47+02:00,Jane,Amy,
235,Close,2020-06-25 18:15:21+02:00,Jane,Amy,
236,Register,2020-06-18 23:34:51+02:00,Mary,Julie,1441.0
236,Investigate,2020-06-25 08:56:04+02:00,Mary,Amy,1491.0
236,Follow Up,2020-06-25 22:54:53+02:00,Amy,Amy,
236,Investigate,2020-07-07 05:58:21+02:00,Mary,Eric,1068.0
236,Follow Up,2020-07-07 19:58:40+02:00,Eric,Eric,
236,Investigate,2020-07-23 20:47:21+02:00,Liam,Amy,765.0
236,Follow Up,2020-07-24 12:04:49+02:00,Julie,Amy,
236,Investigate,2020-08-03 15:46:36+02:00,David,Eric,548.0
236,Follow Up,2020-08-04 07:32:01+02:00,Eric,Eric,
236,Investigate,2020-08-10 15:47:47+02:00,Mary,Eric,392.0
236,Follow Up,2020-08-11 13:48:24+02:00,Eric,Eric,
236,Investigate,2020-08-15 05:13:42+02:00,Liam,Eric,280.0
236,Fill Report,2020-08-15 20:41:14+02:00,Nathan,Eric,
236,Send Answer,2020-08-15 22:42:29+02:00,Emma,Eric,
236,Close,2020-08-16 03:49:17+02:00,Emma,Eric,
237,Register,2020-06-18 23:35:23+02:00,Mary,Julie,1170.0
237,Investigate,2020-06-25 11:14:33+02:00,David,Amy,1215.0
237,Follow Up,2020-06-26 01:14:52+02:00,Julie,Amy,
237,Investigate,2020-07-07 11:58:55+02:00,Mary,Eric,870.0
237,Follow Up,2020-07-08 01:58:34+02:00,Amy,Eric,
237,Investigate,2020-07-24 07:07:11+02:00,Mary,Amy,623.0
237,Follow Up,2020-07-24 21:07:09+02:00,Eric,Amy,
237,Investigate,2020-08-03 22:15:14+02:00,Liam,Eric,446.0
237,Fill Report,2020-08-04 13:15:00+02:00,Emma,Eric,
237,Send Answer,2020-08-04 15:16:22+02:00,Emma,Eric,
237,Close,2020-08-04 20:39:46+02:00,Emma,Eric,
238,Register,2020-06-18 23:40:58+02:00,Liam,Julie,482.0
238,Investigate,2020-06-25 12:11:32+02:00,David,Amy,501.0
238,Follow Up,2020-06-26 02:12:27+02:00,Eric,Amy,
238,Investigate,2020-07-07 12:35:04+02:00,Liam,Eric,359.0
238,Send Answer,2020-07-07 14:34:47+02:00,Samuel,Eric,
238,Fill Report,2020-07-07 17:37:47+02:00,Samuel,Eric,
238,Close,2020-07-07 22:37:43+02:00,Samuel,Eric,
239,Register,2020-06-19 00:36:18+02:00,Mary,Julie,946.0
239,Investigate,2020-06-25 15:18:32+02:00,Mary,Amy,984.0
239,Follow Up,2020-06-26 05:18:38+02:00,Julie,Amy,
239,Investigate,2020-07-07 22:36:20+02:00,Mary,Eric,705.0
239,Follow Up,2020-07-08 12:59:21+02:00,Amy,Eric,
239,Investigate,2020-07-25 00:57:05+02:00,David,Amy,505.0
239,Fill Report,2020-07-26 02:48:57+02:00,Nathan,Amy,
239,Send Answer,2020-07-26 04:50:15+02:00,Nathan,Amy,
239,Close,2020-07-26 10:01:18+02:00,Nathan,Amy,
24,Register,2020-06-03 03:10:34+02:00,David,Julie,97.0
24,Investigate,2020-06-04 01:51:54+02:00,Mary,Julie,94.0
24,Follow Up,2020-06-04 15:51:56+02:00,Julie,Julie,
24,Investigate,2020-06-05 15:26:55+02:00,Liam,Julie,67.0
24,Send Answer,2020-06-05 18:31:26+02:00,Luis,Julie,
24,Fill Report,2020-06-05 21:32:52+02:00,Samuel,Julie,
24,Close,2020-06-07 03:51:25+02:00,Samuel,Julie,
240,Register,2020-06-19 00:42:15+02:00,Mary,Julie,195.0
240,Investigate,2020-06-25 16:52:20+02:00,David,Amy,193.0
240,Send Answer,2020-06-25 18:54:56+02:00,Luis,Amy,
240,Fill Report,2020-06-25 21:55:50+02:00,Nathan,Amy,
240,Close,2020-06-25 23:15:13+02:00,Nathan,Amy,
241,Register,2020-06-19 01:36:50+02:00,Mary,Julie,200.0
241,Investigate,2020-06-25 19:12:13+02:00,David,Amy,203.0
241,Fill Report,2020-06-26 07:43:12+02:00,Emma,Amy,
241,Send Answer,2020-06-26 09:45:07+02:00,Nathan,Amy,
241,Close,2020-06-26 11:53:39+02:00,Nathan,Amy,
242,Register,2020-06-19 01:43:14+02:00,Mary,Julie,410.0
242,Investigate,2020-06-25 20:17:37+02:00,Mary,Amy,413.0
242,Follow Up,2020-06-26 10:17:29+02:00,Julie,Amy,
242,Investigate,2020-07-08 05:41:55+02:00,Liam,Eric,295.0
242,Fill Report,2020-07-08 08:41:13+02:00,Emma,Eric,
242,Send Answer,2020-07-08 10:41:11+02:00,Emma,Eric,
242,Close,2020-07-08 13:39:43+02:00,Emma,Eric,
243,Register,2020-06-19 02:37:02+02:00,Mary,Julie,179.0
243,Investigate,2020-06-25 23:19:46+02:00,David,Amy,161.0
243,Fill Report,2020-06-26 12:48:26+02:00,Jane,Amy,
243,Send Answer,2020-06-26 14:49:25+02:00,Jane,Amy,
243,Close,2020-06-26 16:26:19+02:00,Jane,Amy,
244,Register,2020-06-19 03:35:44+02:00,David,Julie,1229.0
244,Investigate,2020-06-26 01:18:29+02:00,David,Amy,1188.0
244,Follow Up,2020-06-26 15:20:11+02:00,Amy,Amy,
244,Investigate,2020-07-08 10:01:19+02:00,Mary,Eric,851.0
244,Follow Up,2020-07-09 00:02:48+02:00,Eric,Eric,
244,Investigate,2020-07-25 05:40:11+02:00,Mary,Amy,609.0
244,Follow Up,2020-07-25 19:38:30+02:00,Julie,Amy,
244,Investigate,2020-08-04 09:43:19+02:00,Mary,Eric,436.0
244,Fill Report,2020-08-05 04:23:55+02:00,Emma,Eric,
244,Send Answer,2020-08-05 06:23:15+02:00,Luis,Eric,
244,Close,2020-08-05 07:39:40+02:00,Luis,Eric,
245,Register,2020-06-19 04:26:40+02:00,Liam,Julie,1354.0
245,Investigate,2020-06-26 05:17:20+02:00,Mary,Amy,1375.0
245,Follow Up,2020-06-26 19:15:42+02:00,Julie,Amy,
245,Investigate,2020-07-08 19:00:44+02:00,Mary,Eric,985.0
245,Follow Up,2020-07-09 09:00:24+02:00,Eric,Eric,
245,Investigate,2020-07-25 10:42:23+02:00,Mary,Amy,705.0
245,Follow Up,2020-07-26 01:39:56+02:00,Eric,Amy,
245,Investigate,2020-08-04 14:16:47+02:00,Mary,Eric,505.0
245,Follow Up,2020-08-05 04:48:43+02:00,Eric,Eric,
245,Investigate,2020-08-11 06:49:53+02:00,Liam,Eric,361.0
245,Fill Report,2020-08-11 21:12:45+02:00,Samuel,Eric,
245,Send Answer,2020-08-11 23:13:11+02:00,Emma,Eric,
245,Close,2020-08-12 00:25:02+02:00,Emma,Eric,
246,Register,2020-06-19 07:42:57+02:00,Mary,Julie,217.0
246,Investigate,2020-06-26 10:17:59+02:00,David,Amy,221.0
246,Fill Report,2020-06-26 22:54:28+02:00,Nathan,Amy,
246,Send Answer,2020-06-27 00:54:03+02:00,Nathan,Amy,
246,Close,2020-06-27 06:20:14+02:00,Nathan,Amy,
247,Register,2020-06-19 09:34:06+02:00,David,Julie,538.0
247,Investigate,2020-06-26 10:54:07+02:00,Mary,Amy,546.0
247,Follow Up,2020-06-27 00:53:31+02:00,Amy,Amy,
247,Investigate,2020-07-08 21:49:05+02:00,Liam,Eric,391.0
247,Fill Report,2020-07-09 13:20:33+02:00,Samuel,Eric,
247,Send Answer,2020-07-09 15:19:58+02:00,Emma,Eric,
247,Close,2020-07-09 20:57:20+02:00,Emma,Eric,
248,Register,2020-06-19 10:36:12+02:00,Mary,Julie,209.0
248,Investigate,2020-06-26 14:25:57+02:00,David,Amy,206.0
248,Fill Report,2020-06-26 17:25:03+02:00,Jane,Amy,
248,Send Answer,2020-06-26 19:25:30+02:00,Emma,Amy,
248,Close,2020-06-27 02:20:10+02:00,Emma,Amy,
249,Register,2020-06-19 12:37:26+02:00,Mary,Julie,783.0
249,Investigate,2020-06-26 19:20:51+02:00,Liam,Amy,725.0
249,Follow Up,2020-06-27 09:20:28+02:00,Julie,Amy,
249,Investigate,2020-07-09 02:49:34+02:00,Liam,Eric,519.0
249,Follow Up,2020-07-09 16:48:39+02:00,Amy,Eric,
249,Investigate,2020-07-25 15:59:08+02:00,David,Amy,371.0
249,Fill Report,2020-07-26 07:52:48+02:00,Samuel,Amy,
249,Send Answer,2020-07-26 09:53:16+02:00,Emma,Amy,
249,Close,2020-07-26 11:02:46+02:00,Emma,Amy,
25,Register,2020-06-03 03:16:19+02:00,Mary,Julie,47.0
25,Investigate,2020-06-04 02:17:10+02:00,Liam,Julie,44.0
25,Fill Report,2020-06-04 13:23:20+02:00,Nathan,Julie,
25,Send Answer,2020-06-04 15:23:36+02:00,Luis,Julie,
25,Close,2020-06-05 06:56:49+02:00,Luis,Julie,
250,Register,2020-06-19 14:46:23+02:00,Liam,Julie,1430.0
250,Investigate,2020-06-26 21:27:29+02:00,Liam,Amy,1544.0
250,Follow Up,2020-06-27 11:27:12+02:00,Eric,Amy,
250,Investigate,2020-07-09 10:02:14+02:00,Mary,Eric,1106.0
250,Follow Up,2020-07-10 02:02:07+02:00,Julie,Eric,
250,Investigate,2020-07-25 20:59:07+02:00,Mary,Amy,792.0
250,Follow Up,2020-07-26 13:36:12+02:00,Julie,Amy,
250,Investigate,2020-08-04 20:17:33+02:00,Mary,Eric,567.0
250,Follow Up,2020-08-05 10:48:16+02:00,Eric,Eric,
250,Investigate,2020-08-11 11:18:11+02:00,Liam,Eric,406.0
250,Follow Up,2020-08-12 01:46:17+02:00,Eric,Eric,
250,Investigate,2020-08-15 10:45:01+02:00,Mary,Eric,290.0
250,Follow Up,2020-08-16 02:21:58+02:00,Eric,Eric,
250,Investigate,2020-08-17 22:55:03+02:00,Mary,Julie,207.0
250,Fill Report,2020-08-18 01:58:47+02:00,Luis,Julie,
250,Send Answer,2020-08-18 04:00:15+02:00,Emma,Julie,
250,Close,2020-08-18 08:27:55+02:00,Emma,Julie,
251,Register,2020-06-19 16:35:01+02:00,Mary,Julie,1438.0
251,Investigate,2020-06-27 00:20:03+02:00,Mary,Amy,1413.0
251,Follow Up,2020-06-27 14:20:29+02:00,Amy,Amy,
251,Investigate,2020-07-09 18:49:07+02:00,Liam,Eric,1012.0
251,Follow Up,2020-07-10 08:48:31+02:00,Eric,Eric,
251,Investigate,2020-07-25 22:48:27+02:00,Mary,Amy,725.0
251,Follow Up,2020-07-26 14:37:43+02:00,Julie,Amy,
251,Investigate,2020-08-04 23:52:23+02:00,Mary,Eric,519.0
251,Follow Up,2020-08-05 14:50:35+02:00,Eric,Eric,
251,Investigate,2020-08-11 11:50:28+02:00,Liam,Eric,371.0
251,Follow Up,2020-08-12 01:50:47+02:00,Eric,Eric,
251,Investigate,2020-08-15 10:54:40+02:00,Mary,Eric,265.0
251,Follow Up,2020-08-16 02:10:51+02:00,Eric,Eric,
251,Investigate,2020-08-17 21:32:27+02:00,Liam,Julie,189.0
251,Follow Up,2020-08-18 17:57:39+02:00,Eric,Julie,
251,Investigate,2020-08-19 15:36:57+02:00,Liam,Julie,135.0
251,Follow Up,2020-08-20 06:01:47+02:00,Eric,Julie,
251,Investigate,2020-08-20 16:23:08+02:00,David,Julie,96.0
251,Follow Up,2020-08-21 08:24:01+02:00,Eric,Julie,
251,Investigate,2020-08-21 13:24:39+02:00,David,Julie,68.0
251,Follow Up,2020-08-22 06:03:44+02:00,Eric,Julie,
251,Investigate,2020-08-22 11:03:23+02:00,David,Julie,48.0
251,Fill Report,2020-08-22 18:37:52+02:00,Nathan,Julie,
251,Send Answer,2020-08-22 20:40:15+02:00,Luis,Julie,
251,Close,2020-08-22 21:43:09+02:00,Luis,Julie,
252,Register,2020-06-19 17:34:55+02:00,Mary,Julie,684.0
252,Investigate,2020-06-27 01:00:30+02:00,Mary,Amy,614.0
252,Follow Up,2020-06-27 15:19:04+02:00,Amy,Amy,
252,Investigate,2020-07-09 18:52:25+02:00,Mary,Eric,440.0
252,Follow Up,2020-07-10 08:53:34+02:00,Amy,Eric,
252,Investigate,2020-07-25 23:14:37+02:00,Mary,Amy,315.0
252,Fill Report,2020-07-26 22:59:20+02:00,Nathan,Amy,
252,Send Answer,2020-07-27 01:00:08+02:00,Jane,Julie,
252,Close,2020-07-27 05:13:44+02:00,Jane,Julie,
253,Register,2020-06-19 18:37:37+02:00,Liam,Julie,1415.0
253,Investigate,2020-06-27 01:20:08+02:00,Mary,Amy,1289.0
253,Follow Up,2020-06-27 20:20:41+02:00,Julie,Amy,
253,Investigate,2020-07-10 03:00:09+02:00,Mary,Eric,923.0
253,Follow Up,2020-07-10 16:59:04+02:00,Eric,Eric,
253,Investigate,2020-07-26 04:11:49+02:00,David,Amy,661.0
253,Follow Up,2020-07-26 20:36:59+02:00,Eric,Amy,
253,Investigate,2020-08-05 01:40:29+02:00,Liam,Eric,473.0
253,Follow Up,2020-08-05 15:56:40+02:00,Eric,Eric,
253,Investigate,2020-08-11 12:13:21+02:00,Mary,Eric,338.0
253,Follow Up,2020-08-12 04:06:21+02:00,Eric,Eric,
253,Investigate,2020-08-15 15:16:56+02:00,Liam,Eric,242.0
253,Fill Report,2020-08-16 06:43:28+02:00,Nathan,Eric,
253,Send Answer,2020-08-16 08:43:06+02:00,Nathan,Eric,
253,Close,2020-08-16 14:19:04+02:00,Nathan,Eric,
