CaseID,Activity,StartTimestamp,EndTimestamp
165,pick from stock B,2372.0,2412.0
167,arrange custom order,2372.0,2395.0
161,pack A,2375.0,2394.0
168,place order,2380.0,2382.0
168,arrange custom order,2382.0,2405.0
27,order completed,2386.0,2387.0
116,attempt delivery C,2386.0,4839.0
169,place order,2390.0,2392.0
166,manufacture B,2392.0,2870.0
169,arrange standard order,2392.0,2407.0
160,attempt delivery C,2394.0,4513.0
47,order completed,2394.0,2395.0
167,manufacture B,2395.0,2829.0
170,place order,2400.0,2402.0
170,arrange standard order,2402.0,2415.0
137,pack B,2403.0,2420.0
142,manufacture A,2403.0,2645.0
169,pick from stock C,2407.0,2457.0
25,order completed,2408.0,2409.0
33,order completed,2409.0,2410.0
171,place order,2410.0,2412.0
165,pack A,2412.0,2431.0
171,arrange custom order,2412.0,2438.0
170,pick from stock A,2415.0,2426.0
55,order completed,2418.0,2419.0
128,attempt delivery A,2418.0,3218.0
172,place order,2420.0,2422.0
137,attempt delivery B,2422.0,4201.0
172,arrange custom order,2422.0,2448.0
170,pack C,2426.0,2458.0
173,place order,2430.0,2432.0
165,attempt delivery B,2432.0,4355.0
173,arrange custom order,2432.0,2457.0
174,place order,2440.0,2442.0
140,attempt delivery C,2442.0,4145.0
174,arrange custom order,2442.0,2466.0
22,order completed,2442.0,2443.0
175,place order,2450.0,2452.0
133,attempt delivery A,2452.0,3354.0
175,arrange custom order,2452.0,2477.0
43,order completed,2452.0,2453.0
132,pack B,2453.0,2469.0
145,manufacture A,2453.0,2807.0
169,pack A,2457.0,2472.0
176,place order,2460.0,2462.0
176,arrange custom order,2462.0,2485.0
12,order completed,2465.0,2466.0
161,attempt delivery C,2465.0,4199.0
177,place order,2470.0,2472.0
169,attempt delivery B,2472.0,4145.0
177,arrange standard order,2472.0,2486.0
178,place order,2480.0,2482.0
178,arrange custom order,2482.0,2511.0
177,pick from stock C,2486.0,2523.0
179,place order,2490.0,2492.0
179,arrange custom order,2492.0,2518.0
40,order completed,2492.0,2493.0
16,order completed,2498.0,2499.0
132,attempt delivery C,2498.0,4323.0
180,place order,2500.0,2502.0
180,arrange standard order,2502.0,2512.0
162,attempt delivery A,2503.0,3387.0
52,order completed,2503.0,2504.0
170,attempt delivery A,2503.0,3706.0
64,order completed,2504.0,2505.0
150,pack B,2505.0,2533.0
174,manufacture B,2505.0,2915.0
2,order completed,2507.0,2508.0
180,pick from stock A,2512.0,2526.0
143,pack C,2522.0,2559.0
175,manufacture B,2522.0,2920.0
177,pack B,2523.0,2549.0
180,pack B,2526.0,2542.0
23,order completed,2526.0,2527.0
180,attempt delivery B,2542.0,4661.0
177,attempt delivery B,2549.0,4316.0
153,pack A,2554.0,2571.0
31,order completed,2557.0,2558.0
143,attempt delivery C,2559.0,4889.0
153,attempt delivery B,2571.0,4240.0
76,order completed,2574.0,2575.0
150,attempt delivery A,2574.0,3544.0
57,order completed,2576.0,2577.0
139,pack B,2578.0,2600.0
147,manufacture A,2578.0,2864.0
26,order completed,2599.0,2600.0
106,order completed,2600.0,2601.0
181,place order,2601.0,2603.0
139,attempt delivery B,2603.0,4043.0
141,pack B,2603.0,2629.0
149,manufacture A,2603.0,2956.0
181,arrange standard order,2603.0,2613.0
158,pack B,2604.0,2628.0
182,place order,2610.0,2612.0
182,arrange custom order,2612.0,2638.0
181,pick from stock A,2613.0,2652.0
66,order completed,2616.0,2617.0
183,place order,2620.0,2622.0
183,arrange custom order,2622.0,2643.0
158,attempt delivery B,2628.0,4586.0
141,attempt delivery A,2629.0,3652.0
184,place order,2630.0,2632.0
184,arrange custom order,2632.0,2656.0
155,pack A,2635.0,2646.0
74,order completed,2637.0,2638.0
182,manufacture B,2638.0,3035.0
185,place order,2640.0,2642.0
185,arrange custom order,2642.0,2666.0
183,manufacture B,2643.0,3079.0
142,pack C,2645.0,2691.0
168,manufacture A,2645.0,2916.0
155,attempt delivery B,2646.0,4086.0
186,place order,2650.0,2652.0
157,pack C,2652.0,2697.0
181,pack C,2652.0,2700.0
186,arrange standard order,2652.0,2663.0
187,place order,2660.0,2662.0
187,arrange standard order,2662.0,2675.0
186,pick from stock C,2663.0,2706.0
185,manufacture B,2666.0,3137.0
188,place order,2670.0,2672.0
188,arrange custom order,2672.0,2699.0
187,pick from stock A,2675.0,2713.0
189,place order,2680.0,2682.0
189,arrange standard order,2682.0,2695.0
190,place order,2690.0,2692.0
142,attempt delivery B,2692.0,4379.0
190,arrange custom order,2692.0,2721.0
189,pick from stock C,2695.0,2737.0
157,attempt delivery A,2697.0,3699.0
191,place order,2700.0,2702.0
181,attempt delivery B,2702.0,4604.0
191,arrange custom order,2702.0,2723.0
48,order completed,2702.0,2703.0
186,pack B,2706.0,2726.0
192,place order,2710.0,2712.0
192,arrange custom order,2712.0,2732.0
187,pack A,2713.0,2726.0
193,place order,2720.0,2722.0
190,manufacture B,2722.0,3198.0
193,arrange custom order,2722.0,2743.0
186,attempt delivery C,2726.0,4730.0
187,attempt delivery C,2726.0,5568.0
194,place order,2730.0,2732.0
194,arrange custom order,2732.0,2753.0
30,order completed,2732.0,2733.0
189,pack C,2737.0,2768.0
195,place order,2740.0,2742.0
195,arrange standard order,2742.0,2755.0
196,place order,2750.0,2752.0
196,arrange custom order,2752.0,2776.0
195,pick from stock B,2755.0,2784.0
70,order completed,2757.0,2758.0
197,place order,2760.0,2762.0
197,arrange standard order,2762.0,2775.0
98,order completed,2763.0,2764.0
189,attempt delivery A,2768.0,3541.0
198,place order,2770.0,2772.0
198,arrange custom order,2772.0,2797.0
197,pick from stock C,2775.0,2823.0
100,order completed,2778.0,2779.0
199,place order,2780.0,2782.0
199,arrange standard order,2782.0,2792.0
45,order completed,2783.0,2784.0
195,pack B,2784.0,2813.0
164,pack A,2789.0,2801.0
191,manufacture B,2789.0,3239.0
200,place order,2790.0,2792.0
199,pick from stock C,2792.0,2869.0
200,arrange custom order,2792.0,2816.0
77,order completed,2792.0,2793.0
62,order completed,2793.0,2794.0
58,order completed,2796.0,2797.0
164,attempt delivery B,2801.0,4764.0
145,pack A,2807.0,2817.0
171,manufacture A,2807.0,3049.0
119,order completed,2809.0,2810.0
102,order completed,2810.0,2811.0
32,order completed,2811.0,2812.0
195,attempt delivery C,2813.0,4681.0
145,attempt delivery B,2817.0,4507.0
197,pack A,2823.0,2835.0
163,pack A,2825.0,2840.0
194,manufacture B,2825.0,3300.0
196,manufacture B,2829.0,3262.0
197,attempt delivery A,2835.0,4093.0
167,pack A,2835.0,2852.0
163,attempt delivery A,2840.0,4080.0
50,order completed,2842.0,2843.0
167,attempt delivery A,2852.0,3716.0
147,pack B,2864.0,2883.0
53,order completed,2864.0,2865.0
172,manufacture A,2864.0,3208.0
199,pack A,2869.0,2879.0
166,pack C,2870.0,2917.0
198,manufacture B,2870.0,3271.0
199,attempt delivery A,2879.0,4096.0
147,attempt delivery C,2883.0,5407.0
83,order completed,2885.0,2886.0
96,order completed,2887.0,2888.0
201,place order,2890.0,2892.0
201,arrange custom order,2892.0,2914.0
202,place order,2900.0,2902.0
202,arrange standard order,2902.0,2912.0
5,order completed,2908.0,2909.0
203,place order,2910.0,2912.0
202,pick from stock A,2912.0,2923.0
203,arrange standard order,2912.0,2926.0
174,pack A,2915.0,2927.0
200,manufacture B,2915.0,3307.0
168,pack A,2916.0,2926.0
173,manufacture A,2916.0,3247.0
166,attempt delivery B,2917.0,4780.0
204,place order,2920.0,2922.0
175,pack B,2922.0,2940.0
201,manufacture B,2922.0,3344.0
204,arrange custom order,2922.0,2946.0
203,pick from stock A,2926.0,2958.0
168,attempt delivery A,2926.0,4028.0
202,pack A,2926.0,2939.0
174,attempt delivery C,2927.0,4906.0
205,place order,2930.0,2932.0
205,arrange custom order,2932.0,2961.0
202,attempt delivery C,2939.0,4636.0
206,place order,2940.0,2942.0
175,attempt delivery B,2942.0,5036.0
206,arrange custom order,2942.0,2968.0
88,order completed,2947.0,2948.0
207,place order,2950.0,2952.0
207,arrange custom order,2952.0,2975.0
135,order completed,2952.0,2953.0
149,pack A,2956.0,2967.0
176,manufacture A,2956.0,3297.0
97,order completed,2957.0,2958.0
203,pack C,2958.0,2995.0
151,order completed,2958.0,2959.0
208,place order,2960.0,2962.0
208,arrange standard order,2962.0,2976.0
149,attempt delivery B,2967.0,4631.0
209,place order,2970.0,2972.0
209,arrange custom order,2972.0,2992.0
208,pick from stock B,2976.0,3036.0
210,place order,2980.0,2982.0
210,arrange standard order,2982.0,2992.0
211,place order,2990.0,2992.0
210,pick from stock B,2992.0,3035.0
211,arrange custom order,2992.0,3020.0
203,attempt delivery A,2995.0,4405.0
212,place order,3000.0,3002.0
212,arrange standard order,3002.0,3017.0
213,place order,3010.0,3012.0
213,arrange standard order,3012.0,3027.0
212,pick from stock C,3017.0,3093.0
214,place order,3020.0,3022.0
214,arrange standard order,3022.0,3037.0
213,pick from stock C,3027.0,3104.0
215,place order,3030.0,3032.0
215,arrange standard order,3032.0,3044.0
182,pack B,3035.0,3051.0
204,manufacture B,3035.0,3483.0
210,pack C,3035.0,3083.0
208,pack C,3036.0,3081.0
216,place order,3040.0,3042.0
216,arrange custom order,3042.0,3064.0
215,pick from stock A,3044.0,3059.0
171,pack A,3049.0,3060.0
178,manufacture A,3049.0,3409.0
217,place order,3050.0,3052.0
182,attempt delivery C,3052.0,5742.0
217,arrange custom order,3052.0,3079.0
215,pack A,3059.0,3078.0
144,order completed,3059.0,3060.0
218,place order,3060.0,3062.0
171,attempt delivery B,3062.0,4561.0
218,arrange standard order,3062.0,3077.0
113,order completed,3064.0,3065.0
219,place order,3070.0,3072.0
219,arrange standard order,3072.0,3086.0
215,attempt delivery B,3078.0,4928.0
183,pack A,3079.0,3097.0
205,manufacture B,3079.0,3525.0
220,place order,3080.0,3082.0
208,attempt delivery B,3082.0,4634.0
220,arrange custom order,3082.0,3105.0
210,attempt delivery A,3083.0,4421.0
219,pick from stock B,3086.0,3131.0
81,order completed,3092.0,3093.0
212,pack A,3093.0,3112.0
214,pick from stock C,3093.0,3170.0
69,order completed,3096.0,3097.0
183,attempt delivery B,3097.0,5109.0
213,pack C,3104.0,3137.0
218,pick from stock C,3104.0,3152.0
95,order completed,3106.0,3107.0
65,order completed,3111.0,3112.0
212,attempt delivery B,3112.0,4934.0
219,pack A,3131.0,3145.0
46,order completed,3131.0,3132.0
185,pack C,3137.0,3163.0
206,manufacture B,3137.0,3607.0
213,attempt delivery B,3137.0,5063.0
219,attempt delivery A,3145.0,4046.0
218,pack A,3152.0,3169.0
89,order completed,3152.0,3153.0
185,attempt delivery A,3163.0,4074.0
218,attempt delivery A,3169.0,4028.0
214,pack C,3170.0,3204.0
221,place order,3180.0,3182.0
221,arrange custom order,3182.0,3211.0
222,place order,3190.0,3192.0
222,arrange custom order,3192.0,3213.0
56,order completed,3196.0,3197.0
190,pack B,3198.0,3214.0
209,manufacture B,3198.0,3578.0
223,place order,3200.0,3202.0
223,arrange custom order,3202.0,3232.0
172,pack A,3208.0,3221.0
179,manufacture A,3208.0,3562.0
224,place order,3210.0,3212.0
224,arrange custom order,3212.0,3240.0
190,attempt delivery C,3214.0,5134.0
128,order completed,3218.0,3219.0
225,place order,3220.0,3222.0
172,attempt delivery A,3222.0,3950.0
225,arrange standard order,3222.0,3234.0
226,place order,3230.0,3232.0
226,arrange standard order,3232.0,3246.0
225,pick from stock C,3234.0,3313.0
191,pack A,3239.0,3251.0
211,manufacture B,3239.0,3682.0
227,place order,3240.0,3242.0
227,arrange standard order,3242.0,3252.0
226,pick from stock B,3246.0,3273.0
101,order completed,3246.0,3247.0
173,pack C,3247.0,3273.0
184,manufacture A,3247.0,3491.0
54,order completed,3248.0,3249.0
214,attempt delivery B,3248.0,4773.0
228,place order,3250.0,3252.0
191,attempt delivery C,3252.0,6024.0
227,pick from stock C,3252.0,3309.0
228,arrange standard order,3252.0,3266.0
121,order completed,3256.0,3257.0
229,place order,3260.0,3262.0
196,pack B,3262.0,3278.0
221,manufacture B,3262.0,3730.0
229,arrange standard order,3262.0,3272.0
107,order completed,3266.0,3267.0
230,place order,3270.0,3272.0
198,pack B,3272.0,3290.0
223,manufacture B,3272.0,3700.0
230,arrange custom order,3272.0,3301.0
226,pack B,3273.0,3302.0
173,attempt delivery C,3273.0,5287.0
84,order completed,3274.0,3275.0
79,order completed,3275.0,3276.0
196,attempt delivery A,3278.0,4609.0
231,place order,3280.0,3282.0
231,arrange standard order,3282.0,3294.0
232,place order,3290.0,3292.0
198,attempt delivery B,3292.0,5300.0
232,arrange standard order,3292.0,3302.0
231,pick from stock A,3294.0,3309.0
176,pack C,3297.0,3323.0
188,manufacture A,3297.0,3645.0
233,place order,3300.0,3302.0
194,pack C,3302.0,3349.0
226,attempt delivery A,3302.0,4560.0
233,arrange standard order,3302.0,3314.0
200,pack C,3307.0,3347.0
228,pick from stock C,3309.0,3350.0
231,pack A,3309.0,3322.0
234,place order,3310.0,3312.0
234,arrange custom order,3312.0,3339.0
225,pack A,3313.0,3323.0
229,pick from stock C,3313.0,3355.0
233,pick from stock A,3314.0,3351.0
235,place order,3320.0,3322.0
235,arrange custom order,3322.0,3346.0
176,attempt delivery C,3323.0,5176.0
227,pack C,3323.0,3369.0
236,place order,3330.0,3332.0
236,arrange standard order,3332.0,3345.0
234,manufacture B,3339.0,3786.0
237,place order,3340.0,3342.0
237,arrange custom order,3342.0,3367.0
231,attempt delivery B,3344.0,5092.0
201,pack B,3344.0,3365.0
93,order completed,3344.0,3345.0
238,place order,3350.0,3352.0
228,pack A,3352.0,3364.0
232,pick from stock C,3352.0,3387.0
233,pack B,3352.0,3376.0
238,arrange standard order,3352.0,3367.0
133,order completed,3354.0,3355.0
229,pack B,3355.0,3373.0
236,pick from stock C,3355.0,3399.0
239,place order,3360.0,3362.0
239,arrange standard order,3362.0,3372.0
67,order completed,3363.0,3364.0
114,order completed,3364.0,3365.0
228,attempt delivery C,3365.0,5528.0
237,manufacture B,3367.0,3833.0
227,attempt delivery C,3369.0,5335.0
240,place order,3370.0,3372.0
239,pick from stock A,3372.0,3396.0
240,arrange custom order,3372.0,3393.0
233,attempt delivery C,3376.0,4901.0
232,pack C,3387.0,3422.0
162,order completed,3387.0,3388.0
238,pick from stock C,3387.0,3432.0
239,pack C,3396.0,3437.0
236,pack C,3399.0,3425.0
178,pack B,3409.0,3427.0
192,manufacture A,3409.0,3718.0
124,order completed,3420.0,3421.0
225,attempt delivery B,3420.0,5359.0
236,attempt delivery A,3425.0,4497.0
92,order completed,3429.0,3430.0
200,attempt delivery B,3429.0,4979.0
238,pack A,3432.0,3445.0
110,order completed,3433.0,3434.0
239,attempt delivery C,3437.0,6236.0
238,attempt delivery A,3445.0,4477.0
241,place order,3470.0,3472.0
241,arrange custom order,3472.0,3499.0
136,order completed,3473.0,3474.0
194,attempt delivery B,3473.0,5583.0
61,order completed,3474.0,3475.0
201,attempt delivery B,3474.0,5367.0
242,place order,3480.0,3482.0
242,arrange standard order,3482.0,3497.0
204,pack C,3483.0,3513.0
243,place order,3490.0,3492.0
184,pack B,3492.0,3513.0
193,manufacture A,3492.0,3771.0
243,arrange custom order,3492.0,3513.0
242,pick from stock A,3497.0,3518.0
241,manufacture B,3499.0,3916.0
134,order completed,3499.0,3500.0
244,place order,3500.0,3502.0
244,arrange custom order,3502.0,3527.0
245,place order,3510.0,3512.0
245,arrange custom order,3512.0,3539.0
99,order completed,3514.0,3515.0
242,pack C,3518.0,3554.0
246,place order,3520.0,3522.0
229,attempt delivery B,3522.0,5103.0
246,arrange custom order,3522.0,3551.0
87,order completed,3522.0,3523.0
90,order completed,3523.0,3524.0
205,pack C,3525.0,3570.0
244,manufacture B,3527.0,3979.0
159,order completed,3528.0,3529.0
247,place order,3530.0,3532.0
247,arrange standard order,3532.0,3545.0
245,manufacture B,3539.0,4015.0
248,place order,3540.0,3542.0
248,arrange standard order,3542.0,3556.0
189,order completed,3542.0,3543.0
150,order completed,3544.0,3545.0
247,pick from stock B,3545.0,3591.0
94,order completed,3546.0,3547.0
232,attempt delivery B,3546.0,5515.0
249,place order,3550.0,3552.0
249,arrange custom order,3552.0,3580.0
242,attempt delivery A,3554.0,4416.0
248,pick from stock A,3556.0,3591.0
250,place order,3560.0,3562.0
179,pack B,3562.0,3588.0
207,manufacture A,3562.0,3849.0
250,arrange custom order,3562.0,3583.0
123,order completed,3569.0,3570.0
251,place order,3570.0,3572.0
205,attempt delivery A,3572.0,4685.0
251,arrange standard order,3572.0,3587.0
209,pack A,3578.0,3591.0
252,place order,3580.0,3582.0
252,arrange custom order,3582.0,3602.0
112,order completed,3582.0,3583.0
250,manufacture B,3583.0,3958.0
73,order completed,3583.0,3584.0
251,pick from stock B,3587.0,3607.0
253,place order,3590.0,3592.0
247,pack A,3592.0,3611.0
248,pack B,3592.0,3617.0
253,arrange standard order,3592.0,3604.0
254,place order,3600.0,3602.0
254,arrange custom order,3602.0,3625.0
253,pick from stock C,3604.0,3655.0
206,pack A,3607.0,3626.0
251,pack B,3607.0,3629.0
255,place order,3610.0,3612.0
255,arrange custom order,3612.0,3635.0
104,order completed,3616.0,3617.0
178,attempt delivery B,3616.0,5527.0
248,attempt delivery C,3617.0,5700.0
256,place order,3620.0,3622.0
256,arrange standard order,3622.0,3637.0
257,place order,3630.0,3632.0
257,arrange standard order,3632.0,3642.0
256,pick from stock C,3637.0,3694.0
258,place order,3640.0,3642.0
257,pick from stock B,3642.0,3680.0
258,arrange custom order,3642.0,3666.0
188,pack C,3645.0,3683.0
216,manufacture A,3645.0,3970.0
122,order completed,3646.0,3647.0
259,place order,3650.0,3652.0
259,arrange standard order,3652.0,3662.0
141,order completed,3652.0,3653.0
253,pack A,3655.0,3669.0
260,place order,3660.0,3662.0
259,pick from stock A,3662.0,3680.0
260,arrange custom order,3662.0,3692.0
258,manufacture B,3666.0,4029.0
253,attempt delivery C,3669.0,5565.0
109,order completed,3671.0,3672.0
204,attempt delivery B,3671.0,5553.0
257,pack C,3680.0,3722.0
259,pack A,3680.0,3692.0
211,pack B,3682.0,3706.0
188,attempt delivery A,3683.0,4807.0
118,order completed,3685.0,3686.0
184,attempt delivery B,3685.0,5447.0
152,order completed,3688.0,3689.0
179,attempt delivery B,3688.0,5201.0
259,attempt delivery A,3692.0,5055.0
256,pack B,3694.0,3724.0
157,order completed,3699.0,3700.0
223,pack B,3700.0,3717.0
211,attempt delivery C,3706.0,5582.0
170,order completed,3706.0,3707.0
167,order completed,3716.0,3717.0
192,pack A,3718.0,3730.0
217,manufacture A,3718.0,4067.0
257,attempt delivery C,3722.0,6561.0
256,attempt delivery C,3724.0,5554.0
221,pack A,3730.0,3744.0
192,attempt delivery A,3730.0,4729.0
80,order completed,3730.0,3731.0
86,order completed,3736.0,3737.0
221,attempt delivery A,3744.0,4628.0
261,place order,3760.0,3762.0
261,arrange standard order,3762.0,3777.0
262,place order,3770.0,3772.0
193,pack A,3772.0,3790.0
220,manufacture A,3772.0,4092.0
262,arrange custom order,3772.0,3795.0
261,pick from stock C,3777.0,3831.0
263,place order,3780.0,3782.0
263,arrange custom order,3782.0,3802.0
42,order completed,3785.0,3786.0
234,pack C,3786.0,3823.0
264,place order,3790.0,3792.0
193,attempt delivery C,3792.0,6644.0
264,arrange custom order,3792.0,3813.0
262,manufacture B,3795.0,4262.0
63,order completed,3795.0,3796.0
265,place order,3800.0,3802.0
263,manufacture B,3802.0,4211.0
265,arrange standard order,3802.0,3812.0
125,order completed,3802.0,3803.0
266,place order,3810.0,3812.0
265,pick from stock A,3812.0,3843.0
266,arrange custom order,3812.0,3838.0
264,manufacture B,3813.0,4219.0
267,place order,3820.0,3822.0
267,arrange standard order,3822.0,3835.0
268,place order,3830.0,3832.0
261,pack B,3832.0,3847.0
268,arrange standard order,3832.0,3843.0
237,pack A,3833.0,3847.0
130,order completed,3833.0,3834.0
267,pick from stock A,3835.0,3869.0
269,place order,3840.0,3842.0
269,arrange standard order,3842.0,3855.0
265,pack C,3843.0,3887.0
268,pick from stock C,3843.0,3922.0
237,attempt delivery C,3847.0,6682.0
207,pack A,3849.0,3865.0
222,manufacture A,3849.0,4190.0
270,place order,3850.0,3852.0
209,attempt delivery B,3852.0,5397.0
270,arrange standard order,3852.0,3867.0
131,order completed,3852.0,3853.0
269,pick from stock B,3855.0,3897.0
271,place order,3860.0,3862.0
271,arrange custom order,3862.0,3886.0
207,attempt delivery C,3865.0,5773.0
270,pick from stock A,3867.0,3885.0
267,pack B,3869.0,3899.0
272,place order,3870.0,3872.0
272,arrange standard order,3872.0,3887.0
273,place order,3880.0,3882.0
273,arrange standard order,3882.0,3897.0
270,pack C,3885.0,3916.0
271,manufacture B,3886.0,4363.0
265,attempt delivery A,3887.0,5268.0
272,pick from stock A,3887.0,3925.0
274,place order,3890.0,3892.0
274,arrange standard order,3892.0,3904.0
269,pack A,3897.0,3910.0
273,pick from stock C,3897.0,3944.0
275,place order,3900.0,3902.0
275,arrange standard order,3902.0,3915.0
274,pick from stock B,3904.0,3932.0
276,place order,3910.0,3912.0
269,attempt delivery A,3912.0,5175.0
276,arrange standard order,3912.0,3925.0
241,pack A,3916.0,3932.0
270,attempt delivery A,3916.0,5085.0
277,place order,3920.0,3922.0
247,attempt delivery B,3922.0,5949.0
268,pack B,3922.0,3952.0
275,pick from stock C,3922.0,3990.0
277,arrange standard order,3922.0,3932.0
129,order completed,3922.0,3923.0
272,pack A,3925.0,3939.0
276,pick from stock B,3925.0,3957.0
278,place order,3930.0,3932.0
274,pack C,3932.0,3980.0
241,attempt delivery C,3932.0,6083.0
277,pick from stock A,3932.0,3970.0
278,arrange custom order,3932.0,3956.0
272,attempt delivery A,3939.0,5002.0
279,place order,3940.0,3942.0
279,arrange standard order,3942.0,3952.0
273,pack C,3944.0,3983.0
280,place order,3950.0,3952.0
268,attempt delivery C,3952.0,5814.0
279,pick from stock B,3952.0,3997.0
280,arrange standard order,3952.0,3963.0
172,order completed,3952.0,3953.0
278,manufacture B,3956.0,4408.0
276,pack B,3957.0,3975.0
250,pack A,3958.0,3968.0
280,pick from stock B,3963.0,4000.0
250,attempt delivery A,3968.0,4944.0
216,pack B,3970.0,3993.0
224,manufacture A,3970.0,4240.0
277,pack C,3970.0,4012.0
276,attempt delivery C,3975.0,6588.0
244,pack B,3979.0,4000.0
274,attempt delivery A,3980.0,5169.0
273,attempt delivery C,3983.0,6191.0
275,pack A,3990.0,4008.0
279,pack A,3997.0,4013.0
280,pack A,4008.0,4019.0
148,order completed,4011.0,4012.0
216,attempt delivery C,4011.0,5928.0
245,pack B,4015.0,4040.0
138,order completed,4017.0,4018.0
275,attempt delivery C,4017.0,6812.0
279,attempt delivery A,4028.0,5187.0
168,order completed,4028.0,4029.0
280,attempt delivery A,4028.0,4984.0
218,order completed,4029.0,4030.0
258,pack B,4030.0,4055.0
139,order completed,4043.0,4044.0
206,attempt delivery B,4043.0,6194.0
219,order completed,4046.0,4047.0
281,place order,4050.0,4052.0
281,arrange standard order,4052.0,4066.0
258,attempt delivery A,4055.0,5267.0
59,order completed,4055.0,4056.0
282,place order,4060.0,4062.0
282,arrange standard order,4062.0,4073.0
281,pick from stock C,4066.0,4109.0
217,pack B,4067.0,4097.0
230,manufacture A,4067.0,4373.0
283,place order,4070.0,4072.0
283,arrange custom order,4072.0,4102.0
282,pick from stock B,4073.0,4093.0
185,order completed,4074.0,4075.0
284,place order,4080.0,4082.0
284,arrange custom order,4082.0,4111.0
163,order completed,4082.0,4083.0
155,order completed,4086.0,4087.0
251,attempt delivery B,4086.0,5894.0
285,place order,4090.0,4092.0
220,pack A,4092.0,4108.0
235,manufacture A,4092.0,4425.0
285,arrange custom order,4092.0,4122.0
282,pack B,4093.0,4120.0
197,order completed,4093.0,4094.0
199,order completed,4096.0,4097.0
217,attempt delivery C,4097.0,6731.0
286,place order,4100.0,4102.0
283,manufacture B,4102.0,4466.0
286,arrange custom order,4102.0,4128.0
281,pack B,4109.0,4129.0
287,place order,4110.0,4112.0
284,manufacture B,4112.0,4589.0
287,arrange standard order,4112.0,4127.0
288,place order,4120.0,4122.0
282,attempt delivery A,4122.0,5218.0
288,arrange standard order,4122.0,4134.0
287,pick from stock C,4127.0,4207.0
286,manufacture B,4128.0,4549.0
289,place order,4130.0,4132.0
289,arrange standard order,4132.0,4146.0
288,pick from stock B,4134.0,4177.0
290,place order,4140.0,4142.0
290,arrange custom order,4142.0,4169.0
220,attempt delivery C,4145.0,6406.0
140,order completed,4145.0,4146.0
223,attempt delivery B,4145.0,6008.0
169,order completed,4146.0,4147.0
289,pick from stock C,4147.0,4184.0
291,place order,4150.0,4152.0
291,arrange standard order,4152.0,4166.0
292,place order,4160.0,4162.0
292,arrange custom order,4162.0,4184.0
291,pick from stock B,4166.0,4214.0
120,order completed,4167.0,4168.0
281,attempt delivery C,4167.0,5759.0
290,manufacture B,4169.0,4584.0
293,place order,4170.0,4172.0
293,arrange custom order,4172.0,4199.0
288,pack C,4177.0,4209.0
294,place order,4180.0,4182.0
294,arrange standard order,4182.0,4197.0
289,pack A,4184.0,4199.0
295,place order,4190.0,4192.0
222,pack C,4192.0,4232.0
240,manufacture A,4192.0,4479.0
295,arrange standard order,4192.0,4205.0
234,attempt delivery B,4197.0,6161.0
294,pick from stock B,4197.0,4241.0
156,order completed,4197.0,4198.0
293,manufacture B,4199.0,4631.0
161,order completed,4199.0,4200.0
296,place order,4200.0,4202.0
261,attempt delivery B,4202.0,6162.0
296,arrange custom order,4202.0,4230.0
137,order completed,4202.0,4203.0
287,pack B,4207.0,4228.0
288,attempt delivery C,4209.0,6841.0
297,place order,4210.0,4212.0
263,pack C,4212.0,4255.0
297,arrange standard order,4212.0,4223.0
291,pack A,4214.0,4228.0
295,pick from stock B,4214.0,4263.0
264,pack A,4219.0,4239.0
298,place order,4220.0,4222.0
298,arrange standard order,4222.0,4236.0
108,order completed,4222.0,4223.0
297,pick from stock A,4223.0,4260.0
287,attempt delivery A,4228.0,5359.0
291,attempt delivery C,4228.0,6420.0
299,place order,4230.0,4232.0
299,arrange standard order,4232.0,4244.0
298,pick from stock C,4236.0,4316.0
264,attempt delivery A,4239.0,5532.0
300,place order,4240.0,4242.0
267,attempt delivery B,4242.0,5720.0
224,pack A,4242.0,4252.0
243,manufacture A,4242.0,4502.0
294,pack A,4242.0,4253.0
300,arrange standard order,4242.0,4257.0
153,order completed,4242.0,4243.0
299,pick from stock B,4244.0,4302.0
294,attempt delivery A,4253.0,5627.0
154,order completed,4258.0,4259.0
244,attempt delivery B,4258.0,6389.0
297,pack C,4260.0,4286.0
262,pack B,4262.0,4291.0
295,pack A,4263.0,4282.0
300,pick from stock B,4263.0,4292.0
300,pack A,4292.0,4306.0
299,pack B,4302.0,4317.0
277,attempt delivery B,4316.0,6001.0
298,pack A,4316.0,4329.0
177,order completed,4316.0,4317.0
146,order completed,4321.0,4322.0
245,attempt delivery B,4321.0,6063.0
132,order completed,4323.0,4324.0
263,attempt delivery C,4323.0,6329.0
115,order completed,4325.0,4326.0
299,attempt delivery C,4325.0,6083.0
301,place order,4340.0,4342.0
301,arrange standard order,4342.0,4354.0
302,place order,4350.0,4352.0
298,attempt delivery C,4352.0,6176.0
302,arrange custom order,4352.0,4382.0
126,order completed,4352.0,4353.0
301,pick from stock A,4354.0,4377.0
165,order completed,4355.0,4356.0
289,attempt delivery B,4355.0,6002.0
303,place order,4360.0,4362.0
303,arrange standard order,4362.0,4376.0
271,pack B,4363.0,4381.0
304,place order,4370.0,4372.0
304,arrange custom order,4372.0,4400.0
230,pack A,4373.0,4388.0
246,manufacture A,4373.0,4710.0
303,pick from stock A,4376.0,4414.0
301,pack B,4377.0,4402.0
142,order completed,4379.0,4380.0
222,attempt delivery B,4379.0,6015.0
305,place order,4380.0,4382.0
